"Package","LibPath","Version","GithubRepo","GithubUsername","GithubRef","GithubSHA1"
"RColorBrewer","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","1.1-2",NA,NA,NA,NA
"Rcpp","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","1.0.8",NA,NA,NA,NA
"RcppArmadillo","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","0.10.8.1.0",NA,NA,NA,NA
"RcppEigen","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","0.3.3.9.1",NA,NA,NA,NA
"RcppParallel","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","5.1.5",NA,NA,NA,NA
"RcppProgress","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","0.4.2",NA,NA,NA,NA
"RCurl","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","1.98-1.6",NA,NA,NA,NA
"rematch2","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","2.1.2",NA,NA,NA,NA
"remotes","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","2.4.2",NA,NA,NA,NA
"reproducible","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","1.2.8",NA,NA,NA,NA
"reproj","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","0.4.2",NA,NA,NA,NA
"Require","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","0.0.13",NA,NA,NA,NA
"rex","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","1.2.1",NA,NA,NA,NA
"rgdal","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","1.5-28",NA,NA,NA,NA
"rgeos","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","0.5-9",NA,NA,NA,NA
"RhpcBLASctl","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","0.21-247.1",NA,NA,NA,NA
"rjson","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","0.2.21",NA,NA,NA,NA
"rlang","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","1.0.1",NA,NA,NA,NA
"robustbase","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","0.93-9",NA,NA,NA,NA
"rosm","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","0.2.5",NA,NA,NA,NA
"roxygen2","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","7.1.2",NA,NA,NA,NA
"RPostgres","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","1.4.3",NA,NA,NA,NA
"rprojroot","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","2.0.2",NA,NA,NA,NA
"RSQLite","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","2.2.9",NA,NA,NA,NA
"rstatix","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","0.7.0",NA,NA,NA,NA
"rstudioapi","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","0.13",NA,NA,NA,NA
"rsyncrosim","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","1.3.2",NA,NA,NA,NA
"rversions","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","2.1.1",NA,NA,NA,NA
"s2","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","1.0.7",NA,NA,NA,NA
"sass","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","0.4.0",NA,NA,NA,NA
"scales","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","1.1.1",NA,NA,NA,NA
"sessioninfo","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","1.2.2",NA,NA,NA,NA
"sf","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","1.0-6",NA,NA,NA,NA
"shiny","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","1.7.1",NA,NA,NA,NA
"showtext","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","0.9-5",NA,NA,NA,NA
"showtextdb","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","3.0",NA,NA,NA,NA
"simstudy","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","0.4.0",NA,NA,NA,NA
"slackr","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","3.2.0",NA,NA,NA,NA
"snow","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","0.4-4",NA,NA,NA,NA
"sourcetools","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","0.1.7",NA,NA,NA,NA
"sp","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","1.4-6",NA,NA,NA,NA
"SpaDES.core","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","1.0.10.9003","SpaDES.core","PredictiveEcology","development","82bf2113525bd092a5e3a394a1d9c4efef0cd7e8"
"SpaDES.install","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","0.0.6.9008","SpaDES.install","PredictiveEcology","development","c28daa2092ee9cdcaa229018d1b943cf7f370038"
"SpaDES.project","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","0.0.1","SpaDES.project","PredictiveEcology","HEAD","aca2f32891d5af0395d0fa0f9464db5932bab8d1"
"SpaDES.tools","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","0.3.10",NA,NA,NA,NA
"SparseM","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","1.81",NA,NA,NA,NA
"spatialEco","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","1.3-7",NA,NA,NA,NA
"spatstat.core","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","2.3-2",NA,NA,NA,NA
"spatstat.data","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","2.1-2",NA,NA,NA,NA
"spatstat.geom","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","2.3-2",NA,NA,NA,NA
"spatstat.sparse","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","2.1-0",NA,NA,NA,NA
"spatstat.utils","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","2.3-0",NA,NA,NA,NA
"spData","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","2.0.1",NA,NA,NA,NA
"spdep","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","1.2-2",NA,NA,NA,NA
"spex","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","0.7.1",NA,NA,NA,NA
"stringfish","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","0.15.5",NA,NA,NA,NA
"stringi","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","1.7.6",NA,NA,NA,NA
"stringr","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","1.4.0",NA,NA,NA,NA
"SuppDists","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","1.1-9.7",NA,NA,NA,NA
"sys","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","3.4",NA,NA,NA,NA
"sysfonts","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","0.8.5",NA,NA,NA,NA
"tensor","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","1.5",NA,NA,NA,NA
"terra","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","1.5-21",NA,NA,NA,NA
"testthat","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","3.1.2",NA,NA,NA,NA
"tibble","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","3.1.6",NA,NA,NA,NA
"tictoc","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","1.0.1",NA,NA,NA,NA
"tidyr","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","1.2.0",NA,NA,NA,NA
"tidyselect","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","1.1.1",NA,NA,NA,NA
"tiler","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","0.2.5",NA,NA,NA,NA
"truncdist","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","1.0-2",NA,NA,NA,NA
"trust","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","0.1-8",NA,NA,NA,NA
"units","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","0.8-0",NA,NA,NA,NA
"usefulFuns","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","0.1.0","usefulFuns","tati-micheletti","HEAD","3ec2d209acf72ecee4e7cd73796d094b2919b920"
"usethis","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","2.1.5",NA,NA,NA,NA
"utf8","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","1.2.2",NA,NA,NA,NA
"uuid","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","1.0-3",NA,NA,NA,NA
"vctrs","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","0.3.8",NA,NA,NA,NA
"viridis","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","0.6.2",NA,NA,NA,NA
"viridisLite","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","0.4.0",NA,NA,NA,NA
"visualTest","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","1.0.0","visualTest","MangoTheCat","HEAD","9b835a707479a9162ca50f108308a5d814bbc923"
"waldo","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","0.3.1",NA,NA,NA,NA
"whisker","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","0.4",NA,NA,NA,NA
"withr","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","2.4.3",NA,NA,NA,NA
"wk","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","0.6.0",NA,NA,NA,NA
"xfun","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","0.29",NA,NA,NA,NA
"XML","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","3.99-0.8",NA,NA,NA,NA
"xml2","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","1.3.3",NA,NA,NA,NA
"xmlparsedata","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","1.0.5",NA,NA,NA,NA
"xopen","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","1.0.0",NA,NA,NA,NA
"xtable","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","1.8-4",NA,NA,NA,NA
"yaml","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","2.2.2",NA,NA,NA,NA
"yulab.utils","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","0.0.4",NA,NA,NA,NA
"zip","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","2.2.0",NA,NA,NA,NA
"zoo","/home/tmichele/GitHub/WBI_forecasts/packages/x86_64-pc-linux-gnu/4.1","1.8-9",NA,NA,NA,NA
"base","/usr/lib/R/library","4.1.2",NA,NA,NA,NA
"boot","/usr/lib/R/library","1.3-28",NA,NA,NA,NA
"class","/usr/lib/R/library","7.3-20",NA,NA,NA,NA
"cluster","/usr/lib/R/library","2.1.2",NA,NA,NA,NA
"codetools","/usr/lib/R/library","0.2-18",NA,NA,NA,NA
"compiler","/usr/lib/R/library","4.1.2",NA,NA,NA,NA
"datasets","/usr/lib/R/library","4.1.2",NA,NA,NA,NA
"foreign","/usr/lib/R/library","0.8-82",NA,NA,NA,NA
"graphics","/usr/lib/R/library","4.1.2",NA,NA,NA,NA
"grDevices","/usr/lib/R/library","4.1.2",NA,NA,NA,NA
"grid","/usr/lib/R/library","4.1.2",NA,NA,NA,NA
"KernSmooth","/usr/lib/R/library","2.23-20",NA,NA,NA,NA
"lattice","/usr/lib/R/library","0.20-45",NA,NA,NA,NA
"MASS","/usr/lib/R/library","7.3-55",NA,NA,NA,NA
"Matrix","/usr/lib/R/library","1.4-0",NA,NA,NA,NA
"methods","/usr/lib/R/library","4.1.2",NA,NA,NA,NA
"mgcv","/usr/lib/R/library","1.8-38",NA,NA,NA,NA
"nlme","/usr/lib/R/library","3.1-155",NA,NA,NA,NA
"nnet","/usr/lib/R/library","7.3-17",NA,NA,NA,NA
"parallel","/usr/lib/R/library","4.1.2",NA,NA,NA,NA
"rpart","/usr/lib/R/library","4.1.16",NA,NA,NA,NA
"spatial","/usr/lib/R/library","7.3-15",NA,NA,NA,NA
"splines","/usr/lib/R/library","4.1.2",NA,NA,NA,NA
"stats","/usr/lib/R/library","4.1.2",NA,NA,NA,NA
"stats4","/usr/lib/R/library","4.1.2",NA,NA,NA,NA
"survival","/usr/lib/R/library","3.2-13",NA,NA,NA,NA
"tcltk","/usr/lib/R/library","4.1.2",NA,NA,NA,NA
"tools","/usr/lib/R/library","4.1.2",NA,NA,NA,NA
"translations","/usr/lib/R/library","4.1.2",NA,NA,NA,NA
"utils","/usr/lib/R/library","4.1.2",NA,NA,NA,NA
